geoid,APPLIANCE,Adopt-A-Basket,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building/Use,Bus Stop Shelter Placement,CONSTRUCTION,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Consumer Complaint,Cranes and Derricks,Curb Condition,DOF Parking - Tax Exemption,DOF Property - Reduction Issue,DOOR/WINDOW,DPR Internal,Damaged Tree,Dead Tree,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Drinking,Drinking Water,EAP Inspection - F59,ELECTRIC,ELEVATOR,Electrical,Elevator,Emergency Response Team (ERT),FLOORING/STAIRS,Fire Alarm - Addition,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Fire Safety Director - F58,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,GENERAL CONSTRUCTION,Gas Station Discharge Lines,General Construction/Plumbing,Graffiti,HEAT/HOT WATER,HEATING,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homeless Encampment,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,Literature Request,Litter Basket / Request,Maintenance or Facility,Miscellaneous Categories,Missed Collection (All Materials),Mold,Municipal Parking Facility,NONCONST,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Street/Sidewalk,Noise - Vehicle,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT - PLASTER,PAINT/PLASTER,PLUMBING,Panhandling,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Radioactive Material,Rangehood,Recycling Enforcement,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SG-98,SG-99,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Smoking,Snow,Special Enforcement,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Standpipe - Mechanical,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Report,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment
36005033202,10,0,3,3,0,0,4,0,0,0,0,8,0,0,0,6,0,0,4,0,0,0,0,0,0,8,0,0,0,2,14,0,0,0,0,3,0,4,0,0,0,0,22,0,0,18,0,13,0,0,0,0,0,0,1,2,1,0,0,13,19,0,1,6,162,167,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,7,3,0,0,1,1,4,5,0,0,0,1,2,0,1,11,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,13,4,0,0,0,0,0,0,1,0,10,3,0,0,32,0,0,5,0,0,0,0,4,0,14,0,0,3,0,0
36005028500,3,0,1,6,0,1,3,0,0,0,0,25,2,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,5,1,0,1,0,8,4,2,0,0,11,0,3,3,0,6,0,0,0,0,0,0,2,1,1,0,0,9,5,0,14,1,116,47,0,2,0,0,0,0,0,0,6,0,0,0,17,0,1,0,0,0,0,0,0,0,2,1,0,6,0,0,3,19,10,0,0,2,31,1,0,0,0,1,1,0,3,9,29,22,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,8,0,0,0,12,5,0,3,3,0,0,0,0,0,0,0,70,10,2,0,2,0,0,0,0,3,0,0,0,0,0,29,0,1,1,0,0,0,0,1,0,19,1,0,21,0,0
36081055100,4,0,2,9,0,0,2,0,0,0,0,21,0,0,0,6,0,0,13,1,0,0,0,0,5,8,0,0,0,1,12,0,12,6,0,5,2,17,1,1,0,0,22,0,1,0,0,7,0,0,0,0,0,0,4,1,0,0,0,13,2,0,18,5,54,45,0,1,0,0,0,0,0,0,0,0,0,0,30,2,3,0,0,1,2,0,0,0,0,0,0,6,0,0,4,33,23,0,5,0,10,7,1,0,0,4,0,0,2,3,42,18,0,0,4,0,0,0,0,0,0,0,0,15,1,15,2,9,0,0,4,0,0,0,2,2,2,1,3,0,1,0,0,0,0,0,20,28,2,0,4,0,3,0,0,0,0,1,20,0,0,33,0,0,0,1,1,0,0,0,0,12,2,0,38,0,0
36005040302,21,0,1,3,0,0,0,0,0,0,0,8,3,0,0,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,2,0,1,0,0,61,6,5,19,0,32,0,0,0,0,0,0,2,0,0,0,0,48,39,0,3,8,175,152,0,1,0,0,0,0,0,2,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,21,4,0,0,0,0,29,22,0,1,0,2,0,0,0,13,142,121,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,5,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,1,0,0,3,0,0,89,2,0,0,0,0,0,0,2,0,54,0,0,15,0,0
36047079400,4,0,0,0,0,0,1,0,0,0,0,37,0,0,0,27,0,0,14,0,0,0,1,0,0,24,0,0,0,0,8,0,2,2,0,8,28,8,0,0,0,0,45,0,7,2,0,10,0,0,0,0,0,0,5,4,0,0,0,12,5,0,9,8,60,34,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,1,0,0,0,1,1,1,5,1,0,4,6,37,0,0,0,5,4,6,0,0,2,0,0,2,10,40,47,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,11,0,0,22,0,0,0,9,1,0,6,4,0,0,0,0,0,1,0,96,24,7,4,6,2,3,0,0,1,0,0,15,0,0,46,0,0,0,0,0,0,2,1,0,14,1,0,13,0,0
36047039100,2,0,2,8,0,0,2,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,2,28,0,0,0,0,5,6,9,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,5,0,10,20,70,74,0,3,0,0,0,0,0,1,0,2,0,0,17,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,4,20,12,0,3,2,9,3,0,1,0,1,0,0,0,1,16,28,0,0,1,0,0,0,0,0,1,0,0,1,0,17,2,20,0,0,11,0,0,2,21,1,1,2,0,0,1,0,0,0,3,0,34,24,0,1,0,0,0,0,0,3,0,0,20,0,0,44,0,0,0,0,0,0,1,0,0,15,0,0,27,0,0
36061019000,0,0,4,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,4,0,7,2,0,7,1,18,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,5,1,1,0,0,10,0,0,7,3,31,26,0,0,0,0,0,0,0,2,1,0,0,0,16,1,0,0,1,0,0,0,0,0,3,0,0,5,0,0,0,21,49,3,0,0,24,12,0,0,0,7,0,0,2,0,14,8,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,6,0,6,0,2,0,1,7,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,7,0,0,3,0,0
36081046900,6,0,0,2,0,0,1,0,0,0,0,79,2,0,0,1,0,0,35,0,0,0,0,0,17,10,0,0,0,3,20,0,9,6,0,2,4,22,0,3,1,0,30,18,0,18,0,7,0,0,0,0,0,0,1,1,1,0,0,27,13,0,8,9,279,147,0,0,0,0,0,0,0,0,0,0,0,0,25,2,4,2,0,1,3,0,0,0,1,0,0,2,1,0,9,25,0,0,0,0,38,5,2,0,0,2,0,0,5,17,78,54,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,2,0,0,0,5,0,2,4,1,0,0,0,0,0,1,0,45,28,0,0,0,0,0,0,0,6,0,0,11,0,0,162,0,0,0,1,1,0,0,2,0,30,1,2,13,0,0
36047023100,6,0,9,8,0,0,16,1,0,0,0,32,1,0,0,0,0,0,11,0,2,0,0,0,0,3,0,1,0,0,19,0,6,10,1,2,1,13,0,0,0,0,13,0,5,2,0,7,0,0,0,0,0,0,0,0,3,0,0,10,5,0,32,7,35,24,0,1,0,0,0,0,0,0,0,0,0,0,16,4,3,1,0,2,2,0,0,0,11,0,0,12,0,0,8,56,12,0,1,0,105,10,0,4,0,0,3,0,4,10,16,32,0,0,3,0,0,0,0,0,0,0,0,0,0,13,15,6,0,0,40,0,0,0,10,6,0,8,2,0,1,0,0,0,1,0,38,30,2,1,3,0,1,0,0,3,0,1,13,0,0,12,0,0,1,0,0,0,3,0,0,19,0,1,26,0,0
36047019100,1,0,3,4,0,0,3,0,0,0,1,62,0,0,0,13,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,0,1,5,1,6,2,16,1,0,0,0,5,0,2,1,0,4,0,0,0,1,0,0,7,3,3,0,2,2,5,0,17,28,17,14,0,1,1,5,0,0,0,1,0,0,0,0,40,0,8,1,0,0,1,0,0,0,3,0,0,12,0,0,1,29,62,0,1,1,30,14,0,1,0,9,0,0,0,0,9,15,0,0,2,0,0,0,0,0,0,0,0,0,0,28,5,2,0,0,21,1,0,0,9,7,0,3,0,0,0,0,0,0,1,0,55,50,3,1,4,0,0,0,0,12,0,2,22,0,0,14,0,0,1,0,0,0,1,0,0,9,0,0,11,0,0
36085009601,0,0,4,6,0,0,1,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,1,15,0,0,0,0,0,0,19,6,0,7,4,9,0,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,3,4,1,1,0,0,0,0,0,0,0,2,0,0,37,0,2,1,0,0,0,0,0,0,1,1,0,29,1,0,2,7,1,0,0,0,3,1,0,0,0,6,0,0,26,8,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,7,15,0,0,0,7,0,0,0,31,1,0,39,4,0,2,0,0,0,1,0,108,29,2,0,4,0,0,0,0,1,0,2,12,0,0,2,1,0,0,0,0,0,3,0,0,0,6,0,22,0,0
36061019900,1,0,11,2,0,0,0,0,0,0,0,2,0,0,0,26,0,0,4,0,0,0,0,0,0,2,0,1,3,0,4,0,4,8,5,0,0,7,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,2,2,4,1,0,0,11,0,0,8,3,138,19,0,2,0,0,0,0,0,2,5,0,0,0,20,3,0,1,1,0,7,0,0,0,2,12,0,1,0,0,0,47,68,2,0,0,13,3,1,0,0,3,1,0,0,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,1,0,0,3,2,0,4,3,0,1,0,0,0,2,0,74,2,1,0,2,1,1,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,0,1,17,0,0
36081028000,1,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,15,0,7,1,0,4,4,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,56,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,10,0,7,7,0,0,4,0,0,0,0,0,0,0,0,0,1,7,6,2,0,0,9,0,0,4,22,0,0,3,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,1,0,0,3,0,0,11,0,0,1,0,0,0,1,0,0,2,2,0,19,0,0
36061022102,14,0,1,6,0,1,2,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,10,0,2,2,0,4,0,22,0,0,0,0,8,0,0,7,0,23,0,0,0,0,0,0,3,0,1,0,0,14,3,0,12,3,62,51,0,8,0,0,0,0,0,2,0,0,0,0,27,1,1,1,0,0,0,0,0,0,4,3,0,7,1,0,3,18,1,2,1,19,72,8,2,2,0,4,1,0,1,12,76,35,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,0,0,12,0,5,0,9,5,0,2,0,0,0,0,0,1,1,0,13,2,0,0,0,0,1,0,0,7,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,28,1,2,21,0,0
36047043000,12,0,2,4,0,1,1,0,0,0,0,89,0,0,0,11,0,0,10,0,0,0,1,0,0,7,0,0,0,1,4,0,5,2,0,4,11,10,1,0,0,0,11,0,0,5,0,11,0,0,0,0,0,0,6,0,1,0,0,3,10,0,11,11,59,31,0,0,0,0,0,0,0,1,0,0,0,0,35,0,1,2,0,0,1,0,0,0,1,9,1,10,0,0,0,18,5,0,0,7,4,6,0,0,0,5,1,0,2,5,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,4,0,0,0,10,1,0,6,0,0,0,0,0,0,0,0,62,4,2,1,2,1,6,0,0,0,0,0,4,0,0,22,0,0,1,0,0,0,0,0,0,20,1,2,14,0,0
36047006700,0,0,3,0,0,0,0,0,0,0,0,6,2,0,0,4,0,0,1,0,0,0,0,0,0,1,0,2,1,0,9,0,12,0,1,3,3,7,0,0,0,0,6,0,2,0,0,7,0,0,0,0,0,0,5,1,0,0,0,1,7,0,24,0,14,10,0,1,0,0,0,0,0,1,0,1,0,0,18,0,1,0,0,0,1,0,0,0,2,0,0,12,0,0,2,62,7,0,0,0,2,1,0,0,0,4,0,0,9,13,9,13,0,0,3,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,8,0,0,0,7,11,0,4,4,0,0,0,0,0,0,0,60,20,0,1,1,2,0,0,0,10,1,1,10,0,0,19,0,0,1,0,0,0,0,0,0,0,2,0,17,0,0
36047021300,23,0,0,13,0,1,1,2,0,0,1,5,0,0,0,1,0,0,3,1,0,0,0,0,0,4,0,0,0,1,62,0,11,1,0,4,2,8,0,1,0,0,42,3,4,22,0,46,0,0,0,0,0,0,1,1,0,0,0,40,13,0,23,7,268,140,0,0,0,0,0,0,0,1,0,0,1,0,10,0,7,0,0,1,1,0,0,0,1,1,0,0,0,0,9,15,2,0,0,4,46,9,0,2,0,0,0,0,2,4,120,125,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,8,0,0,7,0,3,0,6,1,0,14,2,0,1,0,0,0,0,0,38,33,1,2,4,0,1,0,0,3,1,0,15,0,0,72,0,0,2,0,0,0,1,0,0,47,1,0,11,0,0
36005016700,7,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,15,0,3,1,0,3,1,6,0,0,0,0,13,0,2,2,0,5,0,0,0,0,0,0,0,2,0,0,0,6,4,0,5,6,23,41,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,12,0,2,0,2,0,0,0,2,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,1,0,5,0,4,1,0,6,3,0,0,0,0,0,0,0,24,7,1,1,1,0,0,0,0,2,0,0,12,0,0,27,0,0,0,2,0,0,0,1,0,6,1,1,9,0,0
36047031100,15,0,1,10,0,0,6,1,0,0,0,44,2,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,42,0,3,4,0,5,5,32,0,0,0,0,71,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,39,31,0,18,3,72,128,0,0,0,0,0,0,0,1,0,0,0,0,14,3,1,0,0,0,1,0,0,0,1,15,0,13,0,0,14,13,2,0,0,1,94,5,0,1,0,3,1,0,9,34,104,81,0,0,2,0,0,0,0,0,0,0,0,2,0,40,3,14,0,0,35,0,3,0,8,1,0,4,2,0,2,0,0,0,0,0,17,47,2,0,0,1,1,0,0,3,0,0,17,0,0,90,1,0,2,0,0,0,1,0,0,34,0,0,14,0,0
36047011800,0,0,4,2,0,0,2,0,0,0,0,58,0,0,0,9,0,0,7,0,0,0,0,0,0,14,0,0,0,0,2,0,4,0,0,0,2,9,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,6,0,2,0,0,0,5,0,8,48,72,35,0,0,0,0,0,0,0,2,1,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,11,0,0,0,6,0,0,0,0,3,0,0,4,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,5,3,3,31,0,0,2,0,0,0,0,0,73,25,1,1,3,0,0,0,0,0,0,0,29,0,0,7,0,0,0,0,0,0,0,1,0,2,2,0,16,0,0
36047053900,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,9,27,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,6,2,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,15,14,0,0,4,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
36047005000,0,0,2,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,0,7,4,2,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,35,22,0,1,0,4,0,0,0,0,0,0,0,0,17,2,2,0,0,0,1,0,0,0,0,6,0,7,0,0,0,10,0,0,0,0,1,2,0,0,0,2,0,0,21,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,10,0,1,0,9,1,0,9,0,0,0,0,0,0,0,0,8,15,9,1,0,1,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
36085002700,7,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,3,2,0,10,5,5,0,0,1,0,11,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,5,19,0,3,3,8,5,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,15,0,0,2,0,27,0,0,0,6,4,0,0,0,0,1,0,2,7,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,12,0,1,0,4,3,0,1,0,0,1,0,0,0,1,0,28,9,1,0,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,1,1,0,0,0,0,8,3,1,24,0,0
36061020901,7,0,2,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,12,0,0,0,0,17,2,8,1,0,3,1,3,0,0,0,0,21,0,0,1,0,2,0,0,0,0,0,0,2,3,2,0,0,36,0,0,5,0,56,19,0,0,0,0,0,0,0,0,1,0,0,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,10,7,0,0,0,1,0,0,0,0,23,36,2,0,2,0,0,0,0,0,0,0,0,0,1,24,0,5,0,0,5,0,0,0,11,2,1,4,0,0,1,0,0,0,0,0,61,3,0,0,1,0,0,0,0,13,0,1,3,0,0,16,0,0,0,0,0,0,0,3,0,8,1,0,16,0,0
36047118600,0,0,1,4,0,0,1,0,0,0,0,49,0,0,0,0,0,0,6,1,0,0,0,0,0,6,0,3,0,0,12,0,5,1,0,4,27,5,0,0,0,0,8,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,14,34,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,4,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,2,8,2,5,0,0,5,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,6,4,0,27,0,0
36005036502,4,0,1,1,0,0,0,0,0,0,0,29,1,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,0,0,23,0,1,0,0,0,0,1,0,1,1,0,18,0,0,0,0,21,0,0,0,0,0,0,3,1,1,0,0,12,12,0,5,5,75,66,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,1,15,6,1,0,0,0,0,0,2,10,42,31,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,5,0,0,0,5,0,0,2,3,0,0,0,0,0,1,0,16,17,0,0,1,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,15,4,1,21,0,0
36047012801,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,6,0,0,29,0,0,0,0,0,0,7,0,0,0,0,1,0,10,3,0,0,0,10,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,5,5,17,15,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,0,0,0,5,0,4,0,0,0,4,0,1,0,4,1,1,0,0,0,2,0,0,6,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,11,0,0,0,8,2,0,1,2,0,0,0,0,0,0,0,10,21,2,1,1,0,0,0,0,0,0,0,3,0,0,10,0,0,3,4,0,0,0,0,0,1,1,0,7,0,0
36061024301,19,0,2,2,0,0,0,0,0,0,0,5,5,0,0,7,0,0,9,0,2,0,0,0,0,7,0,0,0,0,45,0,2,3,1,1,1,15,0,2,0,0,53,20,5,18,0,30,0,0,0,0,0,0,0,0,3,0,0,89,19,0,8,10,275,109,1,0,0,0,0,0,0,0,1,0,0,0,40,0,5,0,0,0,2,0,0,0,1,2,0,9,0,0,14,15,9,0,4,6,83,10,0,2,0,0,0,0,2,21,107,95,0,0,2,0,0,0,0,2,0,0,0,0,0,9,0,8,0,0,11,0,1,0,1,3,0,1,0,0,2,0,0,0,0,0,24,1,0,0,1,0,3,0,0,2,0,0,0,0,0,147,0,0,4,0,0,0,4,0,2,46,1,2,15,0,0
36005006200,16,0,2,9,0,1,1,0,0,0,0,27,0,0,0,4,0,0,7,0,0,0,0,0,0,18,0,0,0,0,16,0,2,0,0,2,0,7,0,1,0,0,20,0,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,11,7,0,8,7,85,80,0,0,0,19,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0,0,0,2,0,0,2,1,0,3,2,0,0,1,4,11,4,1,0,0,2,0,0,0,14,27,31,1,0,1,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,7,1,0,3,6,0,0,3,3,0,1,0,0,0,1,0,24,12,1,0,1,0,1,0,0,0,0,1,5,0,0,37,0,0,1,0,0,0,0,0,0,12,1,1,19,0,0
36061021200,3,0,6,4,0,5,1,0,0,0,1,6,4,0,0,10,0,0,2,0,0,0,0,0,1,11,0,0,1,1,9,3,1,2,0,2,0,15,0,0,0,0,12,2,3,3,1,9,0,0,0,0,0,0,6,2,5,0,0,19,1,0,6,3,89,86,0,1,0,0,0,0,0,23,7,0,0,0,26,0,2,1,0,0,0,0,0,0,1,25,0,0,0,0,7,15,8,2,6,7,70,15,2,1,0,2,1,0,3,2,46,38,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,10,0,0,1,6,1,2,12,0,0,3,0,0,0,1,0,29,1,1,0,1,0,1,0,0,9,0,3,0,0,0,41,0,0,0,0,4,0,0,2,0,8,0,0,11,0,0
36081014700,3,0,4,1,0,0,0,0,0,0,0,58,2,0,0,12,0,0,9,0,0,0,0,0,10,7,0,0,0,0,9,0,11,10,0,13,2,20,0,3,0,0,17,0,1,0,0,7,0,0,0,0,0,0,7,2,2,0,0,11,1,0,4,8,66,18,0,3,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,2,0,0,0,1,0,0,8,0,0,2,23,16,0,4,0,9,6,0,1,0,4,0,0,1,1,30,35,0,0,3,0,0,0,0,0,0,0,0,1,0,19,16,3,0,0,10,0,0,0,10,0,1,9,5,0,2,0,0,0,3,0,32,35,0,0,1,1,0,0,0,10,0,0,16,0,0,17,0,0,0,0,0,0,0,1,0,8,1,1,31,0,0
36047025300,3,0,7,17,0,0,2,1,0,0,0,54,1,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,11,0,2,0,0,2,7,17,1,2,0,0,26,0,4,3,0,7,0,0,0,0,0,0,2,1,0,0,0,11,17,0,20,14,37,63,1,2,0,0,0,0,0,1,0,1,0,0,13,0,1,2,0,1,1,0,0,0,0,1,0,13,0,0,11,32,43,0,1,1,14,4,0,2,0,3,0,0,7,4,25,22,0,0,6,0,0,0,0,0,0,0,0,1,0,8,0,4,0,0,14,0,0,0,16,8,1,5,0,0,2,0,0,0,1,0,103,34,1,0,3,0,1,0,0,4,0,2,10,0,0,25,0,0,9,0,1,0,2,0,0,21,0,1,23,0,0
36047010400,0,0,2,0,0,0,0,0,0,1,0,101,0,0,0,1,0,0,111,0,0,0,0,0,0,34,0,0,0,0,10,0,11,1,0,3,0,15,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,4,0,0,0,5,0,0,15,40,34,12,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,21,6,0,0,0,4,2,0,0,0,14,1,0,8,0,8,5,0,0,2,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,11,1,0,0,11,1,2,2,4,0,8,0,0,0,1,0,37,14,1,0,1,1,4,0,0,0,0,0,6,0,0,7,0,0,3,0,0,0,0,23,0,4,0,0,23,0,0
36061002201,2,0,8,5,0,0,1,1,0,0,1,22,1,0,0,2,0,0,1,0,0,0,1,0,0,7,0,0,0,1,4,2,2,6,1,3,1,7,1,3,0,0,9,0,0,20,1,4,0,0,0,0,0,0,7,3,0,0,1,1,8,0,23,35,49,21,0,1,0,0,0,0,0,1,3,0,0,0,58,4,1,1,1,0,1,0,0,0,0,6,0,2,0,0,3,111,42,0,0,28,42,15,0,0,0,0,0,0,1,6,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5,0,0,9,0,0,0,2,2,0,1,1,0,7,1,0,0,1,0,16,16,0,0,1,0,1,0,0,20,0,3,10,0,0,34,1,0,0,0,0,0,0,2,2,10,0,1,19,0,0
